year,age,reg,value
,,Оренбургская область,18.6
,,Пензенская область,16.6
,,Самарская область,17.6
,,Саратовская область,17.5
,,Ульяновская область,16.8
,,Уральский федеральный округ,17.7
,,Курганская область,19.4
,,Свердловская область,18.7
,,Тюменская область,15.5
,,Ханты-Мансийский автономный округ - Югра (Тюменская область),13.6
,,Ямало-Ненецкий автономный округ (Тюменская область),12.5
,,Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа),18.2
,,Челябинская область,18.2
,65-69 лет,Российская Федерация,24.4
,,Центральный федеральный округ,22.5
,,Белгородская область,23.7
,,Брянская область,25
,,Владимирская область,26.8
,,Воронежская область,23.1
,,Ивановская область,28.9
,,Калужская область,25.4
,,Костромская область,25.3
,,Курская область,26.2
,,Липецкая область,24.6
,,Московская область,23.3
,,Орловская область,25.9
,,Рязанская область,25.9
,,Смоленская область,26.8
,,Тамбовская область,24.2
,,Тверская область,27.8
,,Тульская область,26.1
,,Ярославская область,26.1
,,Город Москва столица Российской Федерации город федерального значения,16.5
,,Сибирский федеральный округ,27.7
,,Республика Алтай,29.4
,,Республика Тыва,35.2
,,Республика Хакасия,29.4
,,Алтайский край,27.1
,,Красноярский край,27.8
,,Иркутская область,30.6
,,Кемеровская область - Кузбасс,29
,,Новосибирская область,26.1
,,Омская область,25.1
,,Томская область,25.3
,,Дальневосточный федеральный округ,30.4
,,Республика Бурятия,29.5
,,Забайкальский край,33.1
,,Республика Саха (Якутия),23.9
,,Камчатский край,29
,,Приморский край,29.3
,,Хабаровский край,32.2
,,Амурская область,34.5
,,Магаданская область,31.9
,,Сахалинская область,30
,,Еврейская автономная область,33.1
,,Чукотский автономный округ,27.4
,,Северо-Западный федеральный округ,23.5
,,Республика Карелия,27.4
,,Республика Коми,28.6
,,Архангельская область,24.5
,,Ненецкий автономный округ (Архангельская область),23.7
,,Архангельская область (кроме Ненецкого автономного округа),24.5
,,Вологодская область,27.6
,,Калининградская область,23.3
,,Ленинградская область,23.1
,,Мурманская область,27.9
,,Новгородская область,28.8
,,Псковская область,28.6
,,Город Санкт-Петербург город федерального значения,19.2
,,Южный федеральный округ (с 29.07.2016),23.9
,,Республика Адыгея (Адыгея),25.4
,,Республика Калмыкия,23
,,Республика Крым,24.3
,,Краснодарский край,23.2
,,Астраханская область,25.4
,,Волгоградская область,23.8
,,Ростовская область,24.5
,,Город федерального значения Севастополь,21.5
,,Северо-Кавказский федеральный округ,20.9
,,Республика Дагестан,16.2
,,Республика Ингушетия,14.5
,,Кабардино-Балкарская Республика,19.4
,,Карачаево-Черкесская Республика,20.2
,,Республика Северная Осетия-Алания,19.4
,,Чеченская Республика,27.6
,,Ставропольский край,23.5
,,Приволжский федеральный округ,24.7
,,Республика Башкортостан,25.3
,,Республика Марий Эл,22.3
,,Республика Мордовия,25
,,Республика Татарстан (Татарстан),22.4
,,Удмуртская Республика,24.5
,,Чувашская Республика - Чувашия,22.9
,,Пермский край,26.9
,,Кировская область,25.5
,,Нижегородская область,26.4
,,Оренбургская область,25.9
,,Пензенская область,23.1
,,Самарская область,24
,,Саратовская область,24.4
,,Ульяновская область,24.9
,,Уральский федеральный округ,25.5
,,Курганская область,26.9
,,Свердловская область,25.9
,,Тюменская область,23.2
,,Ханты-Мансийский автономный округ - Югра (Тюменская область),21.2
,,Ямало-Ненецкий автономный округ (Тюменская область),23.5
,,Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа),24.6
,,Челябинская область,26.1
,70-74 лет,Российская Федерация,34.1
,,Центральный федеральный округ,31.7
,,Белгородская область,35.3
,,Брянская область,35.2
,,Владимирская область,36.4
,,Воронежская область,34.4
,,Ивановская область,39
,,Калужская область,36.4
,,Костромская область,38
,,Курская область,36.7
,,Липецкая область,36.3
,,Московская область,33.6
,,Орловская область,37.9
,,Рязанская область,36.4
,,Смоленская область,37
,,Тамбовская область,34.4
,,Тверская область,38.8
,,Тульская область,35.8
,,Ярославская область,35.3
,,Город Москва столица Российской Федерации город федерального значения,24.1
,,Сибирский федеральный округ,38
,,Республика Алтай,45.5
,,Республика Тыва,49.2
,,Республика Хакасия,41.4
,,Алтайский край,37
,,Красноярский край,38.5
,,Иркутская область,41.3
,,Кемеровская область - Кузбасс,38.9
,,Новосибирская область,35.7
,,Омская область,36.7
,,Томская область,33.8
,,Дальневосточный федеральный округ,41.7
,,Республика Бурятия,39.1
,,Забайкальский край,45.6
,,Республика Саха (Якутия),33.9
,,Камчатский край,41.6
,,Приморский край,41.6
,,Хабаровский край,41.5
,,Амурская область,47.3
,,Магаданская область,35.5
,,Сахалинская область,42
,,Еврейская автономная область,45.3
,,Чукотский автономный округ,37.8
,,Северо-Западный федеральный округ,32.4
,,Республика Карелия,36.3
,,Республика Коми,37.1
,,Архангельская область,32.6
,,Ненецкий автономный округ (Архангельская область),29.4
,,Архангельская область (кроме Ненецкого автономного округа),32.7
,,Вологодская область,38.2
,,Калининградская область,33
,,Ленинградская область,32.9
,,Мурманская область,37.2
,,Новгородская область,39.2
,,Псковская область,40
,,Город Санкт-Петербург город федерального значения,28.4
,,Южный федеральный округ (с 29.07.2016),33.9
,,Республика Адыгея (Адыгея),33.4
,,Республика Калмыкия,33.4
,,Республика Крым,35.1
,,Краснодарский край,33.7
,,Астраханская область,33.7
,,Волгоградская область,32.2
,,Ростовская область,34.6
,,Город федерального значения Севастополь,33.2
,,Северо-Кавказский федеральный округ,29.9
,,Республика Дагестан,23.4
,,Республика Ингушетия,16.3
,,Кабардино-Балкарская Республика,29.6
,,Карачаево-Черкесская Республика,29.6
,,Республика Северная Осетия-Алания,29.8
,,Чеченская Республика,35.4
,,Ставропольский край,33.6
,,Приволжский федеральный округ,34.8
,,Республика Башкортостан,34.5
,,Республика Марий Эл,34.5
,,Республика Мордовия,35.6
,,Республика Татарстан (Татарстан),30.3
,,Удмуртская Республика,37.3
,,Чувашская Республика - Чувашия,32.6
,,Пермский край,38.5
,,Кировская область,34.9
,,Нижегородская область,36
,,Оренбургская область,36.7
,,Пензенская область,34.4
,,Самарская область,33.9
,,Саратовская область,36.1
,,Ульяновская область,33.4
,,Уральский федеральный округ,36.2
,,Курганская область,36.9
,,Свердловская область,36.6
,,Тюменская область,35.6
,,Ханты-Мансийский автономный округ - Югра (Тюменская область),34.7
,,Ямало-Ненецкий автономный округ (Тюменская область),41.8
,,Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа),35.5
,,Челябинская область,35.8
,75-79 лет,Российская Федерация,53.4
,,Центральный федеральный округ,49.3
,,Белгородская область,57.9
,,Брянская область,54.1
,,Владимирская область,57.3
,,Воронежская область,54.1
,,Ивановская область,60.8
,,Калужская область,53.2
,,Костромская область,60.9
,,Курская область,57.5
,,Липецкая область,59.9
,,Московская область,53.1
,,Орловская область,60.2
,,Рязанская область,54.5
,,Смоленская область,58.2
,,Тамбовская область,54.3
,,Тверская область,59.5
,,Тульская область,55.6
,,Ярославская область,55.7
,,Город Москва столица Российской Федерации город федерального значения,35.8
,,Сибирский федеральный округ,58.7
,,Республика Алтай,57.7
,,Республика Тыва,70.7
,,Республика Хакасия,57.2
,,Алтайский край,58.6
,,Красноярский край,58.8
,,Иркутская область,61.7
,,Кемеровская область - Кузбасс,60
,,Новосибирская область,57.6
,,Омская область,57.3
,,Томская область,53.6
,,Дальневосточный федеральный округ,62.8
,,Республика Бурятия,60.1
,,Забайкальский край,62.7
,,Республика Саха (Якутия),54
,,Камчатский край,62.8
,,Приморский край,62
,,Хабаровский край,62.9
,,Амурская область,71.7
,,Магаданская область,62.9
,,Сахалинская область,64.7
,,Еврейская автономная область,68.4
,,Чукотский автономный округ,64.8
,,Северо-Западный федеральный округ,50.7
,,Республика Карелия,58
,,Республика Коми,59.4
,,Архангельская область,54.3
,,Ненецкий автономный округ (Архангельская область),25.8
,,Архангельская область (кроме Ненецкого автономного округа),54.9
,,Вологодская область,59.3
,,Калининградская область,52.6
,,Ленинградская область,48.1
,,Мурманская область,62.5
,,Новгородская область,55.5
,,Псковская область,61.2
,,Город Санкт-Петербург город федерального значения,43.5
,,Южный федеральный округ (с 29.07.2016),55.8
,,Республика Адыгея (Адыгея),54.1
,,Республика Калмыкия,52
,,Республика Крым,56.9
,,Краснодарский край,55.4
,,Астраханская область,54.5
,,Волгоградская область,53.7
,,Ростовская область,57.3
,,Город федерального значения Севастополь,57.4
,,Северо-Кавказский федеральный округ,48.7
,,Республика Дагестан,39.1
,,Республика Ингушетия,24.8
,,Кабардино-Балкарская Республика,47.9
,,Карачаево-Черкесская Республика,45.1
,,Республика Северная Осетия-Алания,46.6
,,Чеченская Республика,65
,,Ставропольский край,54.8
,,Приволжский федеральный округ,54.9
,,Республика Башкортостан,52.6
,,Республика Марий Эл,56.3
,,Республика Мордовия,59
,,Республика Татарстан (Татарстан),49
,,Удмуртская Республика,55.8
,,Чувашская Республика - Чувашия,52.5
,,Пермский край,57.4
,,Кировская область,55.7
,,Нижегородская область,56.5
,,Оренбургская область,58.3
,,Пензенская область,54.7
,,Самарская область,54.5
,,Саратовская область,57.8
,,Ульяновская область,56.8
,,Уральский федеральный округ,56.1
,,Курганская область,57.1
,,Свердловская область,55.8
,,Тюменская область,58
,,Ханты-Мансийский автономный округ - Югра (Тюменская область),53.7
,,Ямало-Ненецкий автономный округ (Тюменская область),66.2
,,Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа),59.7
,,Челябинская область,55.2
,80-84 года,Российская Федерация,82.7
,,Центральный федеральный округ,77.4
,,Белгородская область,90.6
,,Брянская область,89.2
,,Владимирская область,91.9
,,Воронежская область,84.2
,,Ивановская область,91.3
,,Калужская область,87.9
,,Костромская область,96.6
,,Курская область,93
,,Липецкая область,89.3
,,Московская область,85.5
,,Орловская область,93.5
,,Рязанская область,82.4
,,Смоленская область,89.2
,,Тамбовская область,84.8
,,Тверская область,89.9
,,Тульская область,86.1
,,Ярославская область,84.2
,,Город Москва столица Российской Федерации город федерального значения,56.5
,,Сибирский федеральный округ,88.6
,,Республика Алтай,97.7
,,Республика Тыва,99.1
,,Республика Хакасия,95.1
,,Алтайский край,93.3
,,Красноярский край,88.1
,,Иркутская область,90.4
,,Кемеровская область - Кузбасс,87.5
,,Новосибирская область,84.8
,,Омская область,88.7
,,Томская область,82.5
,,Дальневосточный федеральный округ,94.2
,,Республика Бурятия,86.2
,,Забайкальский край,100.1
,,Республика Саха (Якутия),83.6
,,Камчатский край,91.9
,,Приморский край,96.5
,,Хабаровский край,89.7
,,Амурская область,100.4
,,Магаданская область,97.6
,,Сахалинская область,96.1
,,Еврейская автономная область,117.6
,,Чукотский автономный округ,91.7
,,Северо-Западный федеральный округ,76.5
,,Республика Карелия,89.4
,,Республика Коми,94
,,Архангельская область,81.8
,,Ненецкий автономный округ (Архангельская область),79.8
,,Архангельская область (кроме Ненецкого автономного округа),81.8
,,Вологодская область,89.5
,,Калининградская область,87.4
,,Ленинградская область,72.4
,,Мурманская область,88.8
,,Новгородская область,88.2
,,Псковская область,91.2
,,Город Санкт-Петербург город федерального значения,66.2
,,Южный федеральный округ (с 29.07.2016),87
,,Республика Адыгея (Адыгея),90.7
,,Республика Калмыкия,76.4
,,Республика Крым,90
,,Краснодарский край,86.6
,,Астраханская область,82.4
,,Волгоградская область,83.2
,,Ростовская область,89
,,Город федерального значения Севастополь,92
,,Северо-Кавказский федеральный округ,80.3
,,Республика Дагестан,72.6
,,Республика Ингушетия,40.8
,,Кабардино-Балкарская Республика,85.1
,,Карачаево-Черкесская Республика,76.8
,,Республика Северная Осетия-Алания,76.2
,,Чеченская Республика,96.5
,,Ставропольский край,85.1
,,Приволжский федеральный округ,85.2
,,Республика Башкортостан,82.7
,,Республика Марий Эл,84.2
,,Республика Мордовия,91.1
,,Республика Татарстан (Татарстан),77.5
,,Удмуртская Республика,86.1
,,Чувашская Республика - Чувашия,84.2
,,Пермский край,89
,,Кировская область,86.5
,,Нижегородская область,89.8
,,Оренбургская область,90.2
,,Пензенская область,83.5
,,Самарская область,86.4
,,Саратовская область,83.2
,,Ульяновская область,84.9
,,Уральский федеральный округ,85.8
,,Курганская область,86.4
,,Свердловская область,85.3
,,Тюменская область,87.8
,,Ханты-Мансийский автономный округ - Югра (Тюменская область),89.5
,,Ямало-Ненецкий автономный округ (Тюменская область),108
,,Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа),86
,,Челябинская область,85.5
,85 и старше,Российская Федерация,163.7
,,Центральный федеральный округ,152.6
,,Белгородская область,191.8
,,Брянская область,177.3
,,Владимирская область,189.4
,,Воронежская область,168.7
,,Ивановская область,174.7
,,Калужская область,181.1
,,Костромская область,190
,,Курская область,189.5
,,Липецкая область,180.5
,,Московская область,189.3
,,Орловская область,201.7
,,Рязанская область,168.6
,,Смоленская область,188.7
,,Тамбовская область,158.3
,,Тверская область,184.1
,,Тульская область,169.7
,,Ярославская область,184.6
,,Город Москва столица Российской Федерации город федерального значения,105.9
,,Сибирский федеральный округ,179.2
,,Республика Алтай,183.1
,,Республика Тыва,188.4
,,Республика Хакасия,174.3
,,Алтайский край,180.8
,,Красноярский край,181.6
,,Иркутская область,181.9
,,Кемеровская область - Кузбасс,171.6
,,Новосибирская область,179.3
,,Омская область,189.8
,,Томская область,166.4
,,Дальневосточный федеральный округ,181.2
,,Республика Бурятия,170.9
,,Забайкальский край,185.4
,,Республика Саха (Якутия),149.5
,,Камчатский край,165.7
,,Приморский край,178.7
,,Хабаровский край,191.4
,,Амурская область,202.5
,,Магаданская область,175.5
,,Сахалинская область,194.6
,,Еврейская автономная область,182.8
,,Чукотский автономный округ,147
,,Северо-Западный федеральный округ,152.4
,,Республика Карелия,171.3
,,Республика Коми,175.3
,,Архангельская область,175.6
,,Ненецкий автономный округ (Архангельская область),167.8
,,Архангельская область (кроме Ненецкого автономного округа),175.8
,,Вологодская область,191.8
,,Калининградская область,179.3
,,Ленинградская область,143.1
,,Мурманская область,180.8
,,Новгородская область,177.1
,,Псковская область,192.7
,,Город Санкт-Петербург город федерального значения,130.8
,,Южный федеральный округ (с 29.07.2016),169.7
,,Республика Адыгея (Адыгея),179.5
,,Республика Калмыкия,165.2
,,Республика Крым,183.6
,,Краснодарский край,167.4
,,Астраханская область,133.1
,,Волгоградская область,168.1
,,Ростовская область,174.8
,,Город федерального значения Севастополь,179.9
,,Северо-Кавказский федеральный округ,145.3
,,Республика Дагестан,128.5
,,Республика Ингушетия,70.6
,,Кабардино-Балкарская Республика,155.2
,,Карачаево-Черкесская Республика,141
,,Республика Северная Осетия-Алания,141.4
,,Чеченская Республика,152
,,Ставропольский край,160.4
,,Приволжский федеральный округ,173.1
,,Республика Башкортостан,171.6
,,Республика Марий Эл,181.8
,,Республика Мордовия,155.5
,,Республика Татарстан (Татарстан),160.2
,,Удмуртская Республика,174.6
,,Чувашская Республика - Чувашия,174.3
,,Пермский край,182.4
,,Кировская область,176.3
,,Нижегородская область,182
,,Оренбургская область,185.3
,,Пензенская область,164.5
,,Самарская область,169.1
,,Саратовская область,175.8
,,Ульяновская область,177.5
,,Уральский федеральный округ,180.2
,,Курганская область,183.8
,,Свердловская область,188.9
,,Тюменская область,171.5
,,Ханты-Мансийский автономный округ - Югра (Тюменская область),160.9
,,Ямало-Ненецкий автономный округ (Тюменская область),165.2
,,Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа),175.3
,,Челябинская область,172.6
,Всего,Российская Федерация,12.3
,,Центральный федеральный округ,12.6
,,Белгородская область,13.3
,,Брянская область,14.7
,,Владимирская область,15.6
,,Воронежская область,14.1
,,Ивановская область,15.8
,,Калужская область,14.6
,,Костромская область,14.7
,,Курская область,15
,,Липецкая область,14.3
,,Московская область,12
,,Орловская область,15.3
,,Рязанская область,15.2
,,Смоленская область,15.1
,,Тамбовская область,15
,,Тверская область,16.3
,,Тульская область,15.9
,,Ярославская область,14.7
,,Город Москва столица Российской Федерации город федерального значения,9.5
,,Сибирский федеральный округ,12.9
,,Республика Алтай,10.1
,,Республика Тыва,8.3
,,Республика Хакасия,12.5
,,Алтайский край,14
,,Красноярский край,12.2
,,Иркутская область,13.2
,,Кемеровская область - Кузбасс,14.2
,,Новосибирская область,12.7
,,Омская область,12.6
,,Томская область,11.3
,,Дальневосточный федеральный округ,12.2
,,Республика Бурятия,11
,,Забайкальский край,12.4
,,Республика Саха (Якутия),7.8
,,Камчатский край,11
,,Приморский край,13.6
,,Хабаровский край,13.3
,,Амурская область,14
,,Магаданская область,11.6
,,Сахалинская область,12.5
,,Еврейская автономная область,14.2
,,Чукотский автономный округ,9.1
,,Северо-Западный федеральный округ,12.4
,,Республика Карелия,14.2
,,Республика Коми,12
,,Архангельская область,13
,,Ненецкий автономный округ (Архангельская область),8.6
,,Архангельская область (кроме Ненецкого автономного округа),13.2
,,Вологодская область,14.1
,,Калининградская область,11.9
,,Ленинградская область,12.5
,,Мурманская область,11.4
,,Новгородская область,16.4
,,Псковская область,16.8
,,Город Санкт-Петербург город федерального значения,11
,,Южный федеральный округ (с 29.07.2016),12.8
,,Республика Адыгея (Адыгея),12.3
,,Республика Калмыкия,9.4
,,Республика Крым,14
,,Краснодарский край,12.3
,,Астраханская область,11.3
,,Волгоградская область,13.1
,,Ростовская область,13.3
,,Город федерального значения Севастополь,13
,,Северо-Кавказский федеральный округ,7.4
,,Республика Дагестан,4.8
,,Республика Ингушетия,3
,,Кабардино-Балкарская Республика,8.3
,,Карачаево-Черкесская Республика,9.1
,,Республика Северная Осетия-Алания,10.3
,,Чеченская Республика,4.3
,,Ставропольский край,11.3
,,Приволжский федеральный округ,12.9
,,Республика Башкортостан,12.1
,,Республика Марий Эл,12
,,Республика Мордовия,13.2
,,Республика Татарстан (Татарстан),11
,,Удмуртская Республика,11.9
,,Чувашская Республика - Чувашия,12.4
,,Пермский край,13.2
,,Кировская область,14.3
,,Нижегородская область,14.6
,,Оренбургская область,13
,,Пензенская область,14
,,Самарская область,13.2
,,Саратовская область,13.7
,,Ульяновская область,13.8
,,Уральский федеральный округ,11.7
,,Курганская область,15.2
,,Свердловская область,13.3
,,Тюменская область,7.7
,,Ханты-Мансийский автономный округ - Югра (Тюменская область),6
,,Ямало-Ненецкий автономный округ (Тюменская область),4.7
,,Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа),10.5
,,Челябинская область,13.1
,от 1 до 4 лет,Российская Федерация,0.3
,,Центральный федеральный округ,0.3
,,Белгородская область,0.2
,,Брянская область,0.3
,,Владимирская область,0.3
,,Воронежская область,0.2
,,Ивановская область,0.2
,,Калужская область,0.3
,,Костромская область,0.2
,,Курская область,0.5
,,Липецкая область,0.2
,,Московская область,0.2
,,Орловская область,0.5
,,Рязанская область,0.3
,,Смоленская область,0.2
,,Тамбовская область,0.3
,,Тверская область,0.3
,,Тульская область,0.2
,,Ярославская область,0.3
,,Город Москва столица Российской Федерации город федерального значения,0.3
,,Сибирский федеральный округ,0.4
,,Республика Алтай,0.6
,,Республика Тыва,0.7
,,Республика Хакасия,0.4
,,Алтайский край,0.4
,,Красноярский край,0.4
,,Иркутская область,0.4
,,Кемеровская область - Кузбасс,0.3
,,Новосибирская область,0.4
,,Омская область,0.3
,,Томская область,0.2
,,Дальневосточный федеральный округ,0.3
,,Республика Бурятия,0.3
,,Забайкальский край,0.4
,,Республика Саха (Якутия),0.3
,,Камчатский край,0.3
,,Приморский край,0.3
,,Хабаровский край,0.4
,,Амурская область,0.4
,,Магаданская область,0.3
,,Сахалинская область,0.2
,,Еврейская автономная область,1
,,Чукотский автономный округ,0
,,Северо-Западный федеральный округ,0.2
,,Республика Карелия,0.1
,,Республика Коми,0.2
,,Архангельская область,0.3
,,Ненецкий автономный округ (Архангельская область),0.3
,,Архангельская область (кроме Ненецкого автономного округа),0.3
,,Вологодская область,0.3
,,Калининградская область,0.3
,,Ленинградская область,0.2
,,Мурманская область,0.3
,,Новгородская область,0.1
,,Псковская область,0.4
,,Город Санкт-Петербург город федерального значения,0.2
,,Южный федеральный округ (с 29.07.2016),0.3
,,Республика Адыгея (Адыгея),0.4
,,Республика Калмыкия,0.4
,,Республика Крым,0.3
,,Краснодарский край,0.3
,,Астраханская область,0.4
,,Волгоградская область,0.2
,,Ростовская область,0.2
,,Город федерального значения Севастополь,0.2
,,Северо-Кавказский федеральный округ,0.4
,,Республика Дагестан,0.5
,,Республика Ингушетия,0.1
,,Кабардино-Балкарская Республика,0.3
,,Карачаево-Черкесская Республика,0.7
,,Республика Северная Осетия-Алания,0.2
,,Чеченская Республика,0.4
,,Ставропольский край,0.3
,,Приволжский федеральный округ,0.2
,,Республика Башкортостан,0.3
,,Республика Марий Эл,0.2
,,Республика Мордовия,0.1
,,Республика Татарстан (Татарстан),0.2
,,Удмуртская Республика,0.2
,,Чувашская Республика - Чувашия,0.3
,,Пермский край,0.2
,,Кировская область,0.3
,,Нижегородская область,0.2
,,Оренбургская область,0.3
,,Пензенская область,0.3
,,Самарская область,0.3
,,Саратовская область,0.3
,,Ульяновская область,0.2
,,Уральский федеральный округ,0.3
,,Курганская область,0.2
,,Свердловская область,0.3
,,Тюменская область,0.3
,,Ханты-Мансийский автономный округ - Югра (Тюменская область),0.2
,,Ямало-Ненецкий автономный округ (Тюменская область),0.2
,,Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа),0.3
,,Челябинская область,0.3
2020,0,Российская Федерация,4.5
,,Центральный федеральный округ,3.9
,,Белгородская область,3.8
,,Брянская область,4.3
,,Владимирская область,6
,,Воронежская область,3.7
,,Ивановская область,3.7
,,Калужская область,3.1
,,Костромская область,7.7
,,Курская область,4.6
,,Липецкая область,3.7
,,Московская область,3.1
,,Орловская область,5.7
,,Рязанская область,5.3
,,Смоленская область,5.9
,,Тамбовская область,3.2
,,Тверская область,4.4
,,Тульская область,5.9
,,Ярославская область,3.7
,,Город Москва столица Российской Федерации город федерального значения,3.5
,,Сибирский федеральный округ,5.5
,,Республика Алтай,7.5
,,Республика Тыва,5.5
,,Республика Хакасия,3.9
,,Алтайский край,4.8
,,Красноярский край,5.2
,,Иркутская область,6.1
,,Кемеровская область - Кузбасс,5.6
,,Новосибирская область,5.6
,,Омская область,5.8
,,Томская область,4.5
,,Дальневосточный федеральный округ,5.1
,,Республика Бурятия,5.5
,,Забайкальский край,5.1
,,Республика Саха (Якутия),5.1
,,Камчатский край,4.3
,,Приморский край,5.3
,,Хабаровский край,4.1
,,Амурская область,5.4
,,Магаданская область,3.1
,,Сахалинская область,4.4
,,Еврейская автономная область,6.8
,,Чукотский автономный округ,14.4
,,Северо-Западный федеральный округ,3.7
,,Республика Карелия,4.4
,,Республика Коми,2.4
,,Архангельская область,3.4
,,Ненецкий автономный округ (Архангельская область),6.7
,,Архангельская область (кроме Ненецкого автономного округа),3.2
,,Вологодская область,5.5
,,Калининградская область,3.8
,,Ленинградская область,3.8
,,Мурманская область,3.8
,,Новгородская область,4.1
,,Псковская область,3.9
,,Город Санкт-Петербург город федерального значения,3.4
,,Южный федеральный округ (с 29.07.2016),4.6
,,Республика Адыгея (Адыгея),3.1
,,Республика Калмыкия,2.9
,,Республика Крым,5.4
,,Краснодарский край,3.9
,,Астраханская область,5.8
,,Волгоградская область,4.9
,,Ростовская область,5.5
,,Город федерального значения Севастополь,3.2
,,Северо-Кавказский федеральный округ,5.9
,,Республика Дагестан,6.8
,,Республика Ингушетия,5.6
,,Кабардино-Балкарская Республика,5.5
,,Карачаево-Черкесская Республика,4.9
,,Республика Северная Осетия-Алания,4
,,Чеченская Республика,6.1
,,Ставропольский край,5
,,Приволжский федеральный округ,4.3
,,Республика Башкортостан,5.8
,,Республика Марий Эл,4.7
,,Республика Мордовия,3.1
,,Республика Татарстан (Татарстан),4.1
,,Удмуртская Республика,4.4
,,Чувашская Республика - Чувашия,2.1
,,Пермский край,4.6
,,Кировская область,3.8
,,Нижегородская область,4.6
,,Оренбургская область,3.7
,,Пензенская область,4.4
,,Самарская область,4.6
,,Саратовская область,3.2
,,Ульяновская область,4.1
,,Уральский федеральный округ,4
,,Курганская область,6.2
,,Свердловская область,4.1
,,Тюменская область,3.7
,,Ханты-Мансийский автономный округ - Югра (Тюменская область),3.6
,,Ямало-Ненецкий автономный округ (Тюменская область),3.5
,,Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа),3.7
,,Челябинская область,4
,0-4 года,Российская Федерация,1
,,Центральный федеральный округ,0.9
,,Белгородская область,0.8
,,Брянская область,0.9
,,Владимирская область,1.1
,,Воронежская область,0.8
,,Ивановская область,0.7
,,Калужская область,0.7
,,Костромская область,1.4
,,Курская область,1
,,Липецкая область,0.8
,,Московская область,0.7
,,Орловская область,1.1
,,Рязанская область,1.1
,,Смоленская область,1.2
,,Тамбовская область,0.6
,,Тверская область,0.9
,,Тульская область,1.1
,,Ярославская область,0.8
,,Город Москва столица Российской Федерации город федерального значения,0.9
,,Сибирский федеральный округ,1.2
,,Республика Алтай,1.6
,,Республика Тыва,1.4
,,Республика Хакасия,0.9
,,Алтайский край,1
,,Красноярский край,1.2
,,Иркутская область,1.4
,,Кемеровская область - Кузбасс,1.2
,,Новосибирская область,1.2
,,Омская область,1.1
,,Томская область,0.9
,,Дальневосточный федеральный округ,1.2
,,Республика Бурятия,1.2
,,Забайкальский край,1.2
,,Республика Саха (Якутия),1.3
,,Камчатский край,1.2
,,Приморский край,1.2
,,Хабаровский край,0.9
,,Амурская область,1.3
,,Магаданская область,0.5
,,Сахалинская область,1
,,Еврейская автономная область,1.7
,,Чукотский автономный округ,3.4
,,Северо-Западный федеральный округ,0.8
,,Республика Карелия,0.7
,,Республика Коми,0.5
,,Архангельская область,0.7
,,Ненецкий автономный округ (Архангельская область),2.1
,,Архангельская область (кроме Ненецкого автономного округа),0.7
